,user_id,actual,recomendations
172,226,"[  840361   878996  1039156   961554   854852  1005186  1058997   860975
  1081177   862349   824005   962568   923746  1076056   987562  1024306
   995852   873887  1026118  1023720   902167  6034857  1022254   979707
  1136257   930118   854754  7410290  1027569   916122   970119   859075
   995628 10344971   970202  1009449  1011926   825494  1057260   904422
  1015113   909894   839094  6602697   866540   856715   908531  5568228
  7410343   866211]","[840361, 878996, 1039156, 961554, 854852]"
173,227,"[ 1042616  1106523  1028816   848071  1056212  1135681  6391381  1115069
 12518330  1114811  1009046  1021324   866211   997309  1083846  1095944
  1121193  1026118  1084036   982469  1001827   895268   951834   933637
  7169034  5569230   970160  1023720  1019099 12262492   948495   863632
  6979089  5565612   939681   851066   949023   928146   989824  1054957
  1076056  1009449   888586   870819  8090440  1055504   857006   957772
  1082627   867138]","[1042616, 1106523, 1028816, 848071, 1056212]"
174,228,"[  967395  1059236  1065593  1126899  5569098   839188  1114435   860248
  1096036   893018   937845  1043187   902856  1108070  6553737 13381584
   987562   877210   879045   893501   840361   898510   925579  6554400
   936897  1002558   839419  1127624   945372   963703   839656   906844
   887342   985185  1054424  1084177   987724   846833  5590613  9420312
 12524690 10344585  1090884  1011876   896369  1014860  1015612   823709
  9934800   913785]","[967395, 1059236, 1065593, 1126899, 5569098]"
175,230,"[ 878996  840361  866211  961554  923746  908531 1081177 1096036 1004906
 1133018  859075  962568 1068719 1105488  847982 1024306  893018 1003188
  909894  854852 1076056  896369  844179  860975 1005186  965267 1071939
  913785 1023720  890610 9526410 1102949 1006184 5591154 1106523 1044078
  916122  930118  866871  834117  913210  889731 1049788  882305  933637
 9337581  845208 6034857 1077555 5569230]","[878996, 840361, 866211, 961554, 923746]"
176,232,"[  923746  1068719   845208  1037863  1004906  1081177   840361   871756
   863447   965766   866211   951590   844179  1122358   878996   836445
   854852  1106523  1131344  1044078   913785   981521   916122  1006184
  5585510   998556  1022254 12731544   949784  1133018  1049788   925862
   979707   987562   999270   896862   912902   832678  1135222  1043590
   972143   856827   874972   899624   909894   880150   823990  1127758
   835098   962568]","[923746, 1068719, 845208, 1037863, 1004906]"
177,233,"[ 1083328   874972  1012913   986187  1081177   983665   999563   943858
  1114251  1070702   921438  1104649   995965   825753  1105478   916122
  1103629   852600   908318   829617 13842214 13842090   860248   973086
   878222   977854   858711   967760  1025468   956200  9827666   836445
  1121213   990688  1138443  1117556   942341   859427  1077281   909638
   972515   897083 12262778   979707   938138   863351  1031447   938596
  7155863   878775]","[1083328, 874972, 1012913, 986187, 1081177]"
178,235,"[  951590   844179  1068719  1004906  1044078   840361   965766  1081177
  1038217   999270   909894   999858   847982  1096036   987562 12301109
   859075   883932   893018   871756  1042907  1006184   832678  1048462
   865528   913785   819255   916122   960318   823704   910032  8065410
   923746 12810393   897306   856252   845208 12301100  1094955  5569230
   981521  1118244  1133018  1053690  1042438 12301405   896369   874972
   879504  1070702]","[951590, 844179, 1068719, 1004906, 1044078]"
179,236,"[  840361  1081177   916122  1068719  1004906   961554   866211   854852
   859075   987562   913785   878996   909894  1133018   844179   995965
   979707  1003188   933835   923746   845208  1044078  1049788  1096036
   897954   951590   959985   962568  1071939 10121965   999858  1136257
  1065593  1106523   901062  1038217   985999   833025  1042907  1026118
   914190   880150  1023720   957013  5592931 12810393 12301109  1042438
   903325   965766]","[840361, 1081177, 916122, 1068719, 1004906]"
180,238,"[  909894   841228  1113588   860975   840601   878996  1121624  1133018
  1039156   844165   916381  1005186   840361   869622   913785  1023958
  9337581   911622  6533765  1128163  1082310 10204822  8090537  1131344
   983936   986912   918733  1110697  6534077   988693  1074524  1076056
   983078  1036081  1009719   991948  9526410   995055  1077555   923208
   889779  1071171   891141   876932   854852  9245108  1096036   961447
  1081177   890610]","[909894, 841228, 1113588, 860975, 840601]"
181,239,"[ 1000753   874972   844179  1044078  8091550  9707498  1107553   861279
 12262778   931255   892573   996955  8090532   999563   858711  1070702
  1092885   916122  1053924  7167864   938138   849202   972515  1063207
  1096794  5981072  1088836   950638 12262978   986187  1041031  1073150
  1090931  5569230   973086 12262830   960976 13842214  1081177   985716
   944137 13842160   916575 13842090   913210 10345155  5567365   859075
  8020205  1050741]","[1000753, 874972, 844179, 1044078, 8091550]"
182,242,"[ 1101173   918368   856382   916122   946839  1006483   863506   987724
   948239   906335  1106301  1047923   927291  8293447  1136257  1129049
   839656   896761  1031260  1075313   821741   987122   947658   971504
  1094174  1120275   864532 10285022   952781  1049906   885406   880377
  1050851   868423   965292  1116476  1111080  1044805   985999   874780
  1031083  1132198   887691   835347  1100856   825749   932503  1091520
   860167   951071]","[1101173, 918368, 856382, 916122, 946839]"
183,243,"[ 1104604   854852 12731714  1018740   944534   968072   874972   899459
   844179  1043751  5569230  1023720  1024306 12810393  1070702 12301405
   834129   883932  1101010  1081177   921504  1077555   862799   832442
   974108   865026  1000753  1106073   890610 12349795  1020581  1130375
  1092937   879504   906017  1110857   965543   885863  1008032  6424471
  1081919  1135834  1101174   974156   999858 12810422   922561  1045586
  8020001   962568]","[1104604, 854852, 12731714, 1018740, 944534]"
184,244,"[ 1082627  1006878   857503   882247   944137  8090440  7169034  1138631
  1009046  1015280   886395  1021324  5585510   902172   848071   878857
  1034868   929768  1036347   834911  1105301  1028816  1126899   923723
  1092354  1050741   896106  1120275  1046262   880427   903800   925862
  9419443 12262492   849066   970030   935393   959737   835300   851147
  1127611  1081177   963339   997309   854852   989824   922096   863699
   866211   821083]","[1082627, 1006878, 857503, 882247, 944137]"
185,245,"[1011427  936634  902192  956284  996009 1070727  969687  955910  843911
 1129610  822517 1094562  986869  884145  954424 1128647  872702 1139569
 1040812 1070716  870927 1101932 1037751  881608  927291 1009200  918733
  991761  846202  879734 5995180 1044511 9419198 1113588 1013842  967144
  820486 1125391 1041476  968057 9526666 1095587 1137342  926206 1016260
 5995215  919406  917421  889779  912840]","[1011427, 936634, 902192, 956284, 996009]"
186,246,"[  884089   871680  7167687  1048383   822225  1088414  1102927   888835
   835675   830887  1067749   981716   823576   846830  1132036  5591359
  1003188   825731   958700  1009200   871188   833458  5995215   851676
   908145   931671  1029684   955910  1068745   870927  1053931  1012315
   941741  1048483   979877   945779 10284944  1106523   971949   939965
  1024731   831536   821316   843744   842707   866211  1044511  6464056
   883665   936634]","[884089, 871680, 7167687, 1048383, 822225]"
187,247,"[1135460  897953  887526 1026209 1070727 1019883 1011427  908636 1114604
 1125391  935389  882941  856788  845868 1137342 1019011  996009 1058543
  915617  986869  905459 1065061 1053931 1031087  914318 1109374  966695
 1117964  969687 1023830  831587  878290  976214  902238  938841  927382
  822517  992922 1101932 1132018 1125943  912840 1037751  864658 1130692
  856252  991761  993617 1071342  885290]","[1135460, 897953, 887526, 1026209, 1070727]"
188,248,"[ 1024306  1045586   878996   840361   935578  1030182   960732   866211
   854852   961554   840227   891752   858439  1102067  1041796  1115553
  1024731  1023720   999104  1105301   925862   845622  1051211  1115576
  1070497   832678   883932   867188  1082212   978343   965766   924352
  1015386  1013895  1105488   910032  1075214   901062  1128244  1100379
 12427353   873627  1132789   934172   844179  1014116  1004906   959931
   998558  1027569]","[1024306, 1045586, 878996, 840361, 935578]"
189,249,"[  987562   918368  1071939   859075  1136257   921744  1010424   944139
   928754   825313   908408   846241   959985  1067419   886703   897125
   995628   824005   970119   825365  1087081   969568  6463742   830202
  1046500  1029504   819765   888614  1101725  1046262   985889   821788
  1021116   907652 12384365  1048849  1012284   998843   822348   916122
   987724   977798   965210  1089381 13417846  6034857  1113189   859010
  5569327  6034964]","[987562, 918368, 1071939, 859075, 1136257]"
190,250,"[  857503   916122  6464147   921744  6463752 12384365  1106271   961554
   987724  1136257   882247  1053022  5981267   840361  5592094   830245
   864615  1109249  1126899  1046262  5585701  1102456   839747   963502
   886703  6034577  1044500   833025  1135573   868683   962206  1042021
   884896   868423  5981074   859010  1038684  1138631   985999   996123
   969568   995276  1071939  1070820   897125  5587656  1040346   992765
  1071759   963339]","[857503, 916122, 6464147, 921744, 6463752]"
191,251,"[  874972   844179  1081177  1070702   916122   854852  1000753  1004906
  1132771  1044078  1040807   845208  1049788   951590   863447   914190
   979707   865528   968072  1018740  8091550  5569230   962568  8065410
 12810393 12810464   933835 12262830  1043751 12262778   899624   902659
   999858   987562   819978  1068719  1020581  1120928  1101010   840361
   833025   923746   995876  9707498   949965  1037863   871756   938138
   823704  1133018]","[874972, 844179, 1081177, 1070702, 916122]"
192,253,"[1015280  923746 1122358 1074333  951590 5585510  993379 6553737  893018
 1068719 1135222  845208 5996469 1106523  960318  981521  866211  978974
  981660 1096036 1092149 9527184  965766 1013245 1081177  840361  851129
  829950 1004906 1121656  905690 5568197 1070272 1077588  967395  865174
 1067606  973630 1123254  856827 9553397  898043  989249  879734 1048462
  913785  902172  927291 1018007  857503]","[1015280, 923746, 1122358, 1074333, 951590]"
193,254,"[  893501   862799   844179   879504  1004906  5569230   893018  1139782
  1053690  1006184   999714  6442594   847982  1038217   883932   931860
   951590  1118244  1102845   899624   910032   897752   823704 10149640
  1042942  5569471  1068719  1096036  7025204  1110218  1079228   862335
   923746  1056005   863762  1092937  1101502   840361   857503  1132968
  1056509   896369  1106091   834962  1022956  1028891  1087916   963971
  1044078   880895]","[893501, 862799, 844179, 879504, 1004906]"
194,255,"[ 5591154   866211   988843   878996 12518330   891426   988208   999581
   820486   879689  1054539  1108412   951240  5565322   827570   981716
   919596   908283 12778101  1019078  6772771   865555  1124128  1068258
  1122085  1015731  1024731 12524067  9526624  5996054  7025203  9837153
  1041031   953180   888835   947427  9297362   927004   843744  1105488
   853622  1043973  1018278  9926758  1023720  1025628  6513604  1075536
  1076146   883665]","[5591154, 866211, 988843, 878996, 12518330]"
195,256,"[ 840361 1106523  916122  845208  864532 1004906 1068719  923746  898349
 5592931 1133018 1044078 1081177  918368  849003  987562  839747  987724
  961554 1048893 1045220 1136257  896369  819063  982833 1048260  831536
 1128206 6463717  897678 1013842 1120213  853172 1054945  853522  844179
  979566  965766  930917  989411 5585510  822407  909638  924352  861486
  909894 1098910 1084203  871513 1122547]","[840361, 1106523, 916122, 845208, 864532]"
196,257,"[ 866211  961554 1005186 1027569 1006184  840361  859075  908531  878996
 1058997  913210 1110843  912704  940947  852856  847982 1022097  834117
 8090532 1091365 1112238 5569230 1109374 1113141 8090536 1087102 6034857
 1051211  825994  999198  916122  933835 7025250 5569374 1040807 8090513
 5570383 1014948  851683  933060  876695  935317 5569471 9881592  867547
  948384  948670 1070076 1081177  819978]","[866211, 961554, 1005186, 1027569, 1006184]"
